app/api/analytics/realtime/route.ts(65,5): error TS2532: Object is possibly 'undefined'.
components/FlyoutSidebar.tsx(315,39): error TS2345: Argument of type 'NavItem | undefined' is not assignable to parameter of type 'NavItem'.
components/FlyoutSidebar.tsx(316,67): error TS2345: Argument of type 'NavItem | undefined' is not assignable to parameter of type 'NavItem'.
components/NavIcons.tsx(99,84): error TS2538: Type 'undefined' cannot be used as an index type.
components/NavIcons.tsx(103,14): error TS2538: Type 'undefined' cannot be used as an index type.
components/Shell.tsx(357,80): error TS2322: Type '{ screen_id: string; title: string; route: string; } | undefined' is not assignable to type '{ screen_id: string; title: string; route: string; }'.
components/Shell.tsx(357,89): error TS2322: Type '{ screen_id: string; title: string; route: string; } | undefined' is not assignable to type '{ screen_id: string; title: string; route: string; }'.
components/Shell.tsx(358,93): error TS2322: Type '{ screen_id: string; title: string; route: string; } | undefined' is not assignable to type '{ screen_id: string; title: string; route: string; }'.
components/Shell.tsx(358,100): error TS2322: Type '{ screen_id: string; title: string; route: string; } | undefined' is not assignable to type '{ screen_id: string; title: string; route: string; }'.
components/Shell.tsx(919,18): error TS2379: Argument of type '{ id: string; label: string; route: string; group: string; tc: string | undefined; }' is not assignable to parameter of type '{ id: string; label: string; route: string; group: string; tc?: string; }' with 'exactOptionalPropertyTypes: true'. Consider adding 'undefined' to the types of the target's properties.
components/Shell.tsx(981,19): error TS2379: Argument of type '{ route: string; label: string; group: string; tc: string | undefined; }' is not assignable to parameter of type 'Omit<HistoryItem, "at">' with 'exactOptionalPropertyTypes: true'. Consider adding 'undefined' to the types of the target's properties.
components/Shell.tsx(985,17): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
components/Shell.tsx(1420,24): error TS2345: Argument of type '{ tc: string; label: string; route: string; } | undefined' is not assignable to parameter of type '{ tc: string; label: string; route: string; }'.
lib/bop-mkt.ts(172,20): error TS2532: Object is possibly 'undefined'.
lib/bop-mkt.ts(200,83): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
lib/comm/resolver.ts(68,54): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
lib/comm/resolver.ts(74,23): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
lib/comm/send.ts(102,32): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
lib/comm/send.ts(108,63): error TS2532: Object is possibly 'undefined'.
lib/comm/send.ts(108,90): error TS2532: Object is possibly 'undefined'.
lib/comm/send.ts(132,15): error TS2532: Object is possibly 'undefined'.
lib/comm/send.ts(132,42): error TS2532: Object is possibly 'undefined'.
lib/integration/connectors/autoscout24.ts(64,49): error TS2769: No overload matches this call.
lib/integration/connectors/marktplaats.ts(47,49): error TS2769: No overload matches this call.
lib/integration/engine/executor.ts(199,3): error TS2375: Type '{ status: "error" | "ok"; result: unknown; runId: any; ms: number; errorMsg: string | undefined; }' is not assignable to type 'RunResult' with 'exactOptionalPropertyTypes: true'. Consider adding 'undefined' to the types of the target's properties.
lib/scope-context.tsx(44,33): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
lib/scope-context.tsx(70,5): error TS2345: Argument of type 'BusinessUnit | undefined' is not assignable to parameter of type 'BusinessUnit | (() => BusinessUnit)'.
lib/scope-context.tsx(104,26): error TS2345: Argument of type 'BusinessUnit | undefined' is not assignable to parameter of type 'SetStateAction<BusinessUnit>'.
lib/scope-context.tsx(105,29): error TS18048: 'restored' is possibly 'undefined'.
lib/scope-context.tsx(115,17): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
lib/scope-context.tsx(115,33): error TS18048: 'name' is possibly 'undefined'.
